country,country_code,year,GB.XPD.RSDV.GD.ZS,indicator,indicator_code
Greece,GRC,2010,0.603470027446747,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Guatemala,GTM,2021,0.0586300007998943,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Guatemala,GTM,2020,0.0488799996674061,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Guatemala,GTM,2019,0.0264199990779161,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Guatemala,GTM,2018,0.0293799992650747,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Guatemala,GTM,2017,0.0295499991625547,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Guatemala,GTM,2016,0.0231100004166365,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Guatemala,GTM,2015,0.0306400004774332,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Guatemala,GTM,2014,0.0294899996370077,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Guatemala,GTM,2013,0.0391599982976913,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Guatemala,GTM,2012,0.0454300008714199,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Guatemala,GTM,2011,0.0489399991929531,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Guatemala,GTM,2010,0.0442100018262863,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Honduras,HND,2019,0.059969998896122,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Honduras,HND,2018,0.0639400035142899,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Honduras,HND,2017,0.0399399995803833,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Honduras,HND,2015,0.0149699999019504,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Hong Kong SAR, China",HKG,2022,1.07288002967834,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Hong Kong SAR, China",HKG,2021,0.97026002407074,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Hong Kong SAR, China",HKG,2020,0.99235999584198,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Hong Kong SAR, China",HKG,2019,0.925570011138916,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Hong Kong SAR, China",HKG,2018,0.863300025463104,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Hong Kong SAR, China",HKG,2017,0.835189998149872,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Hong Kong SAR, China",HKG,2016,0.791499972343445,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Hong Kong SAR, China",HKG,2015,0.761829972267151,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Hong Kong SAR, China",HKG,2014,0.740140020847321,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Hong Kong SAR, China",HKG,2013,0.730170011520386,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Hong Kong SAR, China",HKG,2012,0.727330029010773,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Hong Kong SAR, China",HKG,2011,0.720860004425049,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Hong Kong SAR, China",HKG,2010,0.749459981918335,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Hungary,HUN,2022,1.39472997188568,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Hungary,HUN,2021,1.64379000663757,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Hungary,HUN,2020,1.59251999855042,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Hungary,HUN,2019,1.47291004657745,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Hungary,HUN,2018,1.50775003433228,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Hungary,HUN,2017,1.3170200586319,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Hungary,HUN,2016,1.1798700094223,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Hungary,HUN,2015,1.33958995342255,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Hungary,HUN,2014,1.3445999622345,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Hungary,HUN,2013,1.38409996032715,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Hungary,HUN,2012,1.25423002243042,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Hungary,HUN,2011,1.17925000190735,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Hungary,HUN,2010,1.12864995002747,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Iceland,ISL,2022,2.6003999710083,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Iceland,ISL,2021,2.77874994277954,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Iceland,ISL,2020,2.48639988899231,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Iceland,ISL,2019,2.34017992019653,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Iceland,ISL,2018,2.00080990791321,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Iceland,ISL,2017,2.0836501121521,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Iceland,ISL,2016,2.11011004447937,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Iceland,ISL,2015,2.18138003349304,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Iceland,ISL,2014,1.93615996837616,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Iceland,ISL,2013,1.69237995147705,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Iceland,ISL,2011,2.40367007255554,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
India,IND,2020,0.645579993724823,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
India,IND,2019,0.659420013427734,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
India,IND,2018,0.660009980201721,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
India,IND,2017,0.666029989719391,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
India,IND,2016,0.669839978218079,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
India,IND,2015,0.693099975585938,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
India,IND,2014,0.701590001583099,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
India,IND,2013,0.706420004367828,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
India,IND,2012,0.743990004062653,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
India,IND,2011,0.755020022392273,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
India,IND,2010,0.788489997386932,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Indonesia,IDN,2020,0.280680000782013,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Indonesia,IDN,2019,0.271290004253387,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Indonesia,IDN,2018,0.226319998502731,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Indonesia,IDN,2017,0.238049998879433,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Indonesia,IDN,2016,0.245350003242493,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Indonesia,IDN,2013,0.0847000032663345,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Iran, Islamic Rep.",IRN,2021,0.72664999961853,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Iran, Islamic Rep.",IRN,2019,0.788290023803711,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Iran, Islamic Rep.",IRN,2017,0.759829998016357,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Iran, Islamic Rep.",IRN,2015,0.393830001354218,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Iran, Islamic Rep.",IRN,2013,0.236010000109673,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Iran, Islamic Rep.",IRN,2012,0.294349998235703,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Iran, Islamic Rep.",IRN,2010,0.264420002698898,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Iraq,IRQ,2021,0.0406999997794628,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Iraq,IRQ,2020,0.0405299998819828,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Iraq,IRQ,2019,0.032660000026226,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Iraq,IRQ,2018,0.0427899993956089,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Iraq,IRQ,2017,0.0459600016474724,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Iraq,IRQ,2016,0.0373700000345707,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Iraq,IRQ,2015,0.0401699990034103,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Iraq,IRQ,2014,0.0383500009775162,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Iraq,IRQ,2011,0.0347599983215332,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Iraq,IRQ,2010,0.0368399992585182,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Ireland,IRL,2022,0.962639987468719,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Ireland,IRL,2021,1.11064994335175,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Ireland,IRL,2020,1.14550995826721,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Ireland,IRL,2019,1.16068005561829,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Ireland,IRL,2018,1.10697996616364,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Ireland,IRL,2017,1.24865996837616,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Ireland,IRL,2016,1.17716002464294,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Ireland,IRL,2015,1.1797399520874,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Ireland,IRL,2014,1.51797997951508,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Ireland,IRL,2013,1.56907999515533,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Ireland,IRL,2012,1.5602799654007,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Ireland,IRL,2011,1.55153000354767,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Ireland,IRL,2010,1.5947699546814,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Israel,ISR,2022,6.01923990249634,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Israel,ISR,2021,5.78276014328003,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Israel,ISR,2020,5.79681015014648,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Israel,ISR,2019,5.33098983764648,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Israel,ISR,2018,4.91450977325439,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Israel,ISR,2017,4.74306011199951,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Israel,ISR,2016,4.58822011947632,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Israel,ISR,2015,4.29840993881226,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Israel,ISR,2014,4.20530986785889,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Israel,ISR,2013,4.11677980422974,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Israel,ISR,2012,4.08052015304565,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Israel,ISR,2011,3.93520998954773,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Israel,ISR,2010,3.86329007148743,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Italy,ITA,2022,1.39014005661011,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Italy,ITA,2021,1.42657995223999,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Italy,ITA,2020,1.50660002231598,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Italy,ITA,2019,1.461590051651,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Italy,ITA,2018,1.42443001270294,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Italy,ITA,2017,1.37012994289398,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Italy,ITA,2016,1.36642003059387,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Italy,ITA,2015,1.33850002288818,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Italy,ITA,2014,1.33840000629425,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Italy,ITA,2013,1.30106997489929,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Italy,ITA,2012,1.26218998432159,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Italy,ITA,2011,1.20155000686646,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Italy,ITA,2010,1.21797001361847,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Japan,JPN,2022,3.40536999702454,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Japan,JPN,2021,3.27677011489868,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Japan,JPN,2020,3.2645800113678,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Japan,JPN,2019,3.2182400226593,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Japan,JPN,2018,3.21919989585876,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Japan,JPN,2017,3.16635990142822,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Japan,JPN,2016,3.10665988922119,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Japan,JPN,2015,3.24071002006531,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Japan,JPN,2014,3.36788010597229,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Japan,JPN,2013,3.27895998954773,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Japan,JPN,2012,3.17371010780334,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Japan,JPN,2011,3.20536994934082,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Japan,JPN,2010,3.10494995117188,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Jordan,JOR,2016,0.695469975471497,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kazakhstan,KAZ,2022,0.117150001227856,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kazakhstan,KAZ,2021,0.130229994654655,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kazakhstan,KAZ,2020,0.12601999938488,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kazakhstan,KAZ,2019,0.118409998714924,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kazakhstan,KAZ,2018,0.116829998791218,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kazakhstan,KAZ,2017,0.126670002937317,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kazakhstan,KAZ,2016,0.141790002584457,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kazakhstan,KAZ,2015,0.169510006904602,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kazakhstan,KAZ,2014,0.167219996452332,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kazakhstan,KAZ,2013,0.171320006251335,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kazakhstan,KAZ,2012,0.16525000333786,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kazakhstan,KAZ,2011,0.153490006923676,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kazakhstan,KAZ,2010,0.153410002589226,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kenya,KEN,2022,0.410189986228943,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kenya,KEN,2010,0.692219972610474,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Korea, Rep.",KOR,2022,5.21081018447876,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Korea, Rep.",KOR,2021,4.9098801612854,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Korea, Rep.",KOR,2020,4.79571008682251,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Korea, Rep.",KOR,2019,4.62702989578247,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Korea, Rep.",KOR,2018,4.51632976531982,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Korea, Rep.",KOR,2017,4.29205989837646,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Korea, Rep.",KOR,2016,3.9870400428772,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Korea, Rep.",KOR,2015,3.97819995880127,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Korea, Rep.",KOR,2014,4.07785987854004,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Korea, Rep.",KOR,2013,3.95124006271362,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Korea, Rep.",KOR,2012,3.8503999710083,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Korea, Rep.",KOR,2011,3.59198999404907,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Korea, Rep.",KOR,2010,3.3157799243927,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kuwait,KWT,2022,0.0804100036621094,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kuwait,KWT,2020,0.183899998664856,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kuwait,KWT,2019,0.188010007143021,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kuwait,KWT,2018,0.0634900033473969,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kuwait,KWT,2017,0.0803999975323677,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kuwait,KWT,2016,0.0798500031232834,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kuwait,KWT,2015,0.0966000035405159,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kuwait,KWT,2014,0.427049994468689,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kuwait,KWT,2013,0.301530003547668,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kuwait,KWT,2012,0.0972099974751472,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kuwait,KWT,2011,0.0989800021052361,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kuwait,KWT,2010,0.101400002837181,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kyrgyz Republic,KGZ,2022,0.0692199990153313,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kyrgyz Republic,KGZ,2021,0.0710199996829033,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kyrgyz Republic,KGZ,2020,0.0835599973797798,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kyrgyz Republic,KGZ,2019,0.0853499993681908,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kyrgyz Republic,KGZ,2018,0.101070001721382,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kyrgyz Republic,KGZ,2017,0.107069998979568,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kyrgyz Republic,KGZ,2016,0.111210003495216,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kyrgyz Republic,KGZ,2015,0.119029998779297,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kyrgyz Republic,KGZ,2014,0.125359997153282,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kyrgyz Republic,KGZ,2013,0.149140000343323,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kyrgyz Republic,KGZ,2012,0.16609999537468,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kyrgyz Republic,KGZ,2011,0.15633000433445,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Kyrgyz Republic,KGZ,2010,0.155469998717308,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Latvia,LVA,2022,0.763819992542267,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Latvia,LVA,2021,0.746219992637634,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Latvia,LVA,2020,0.734390020370483,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Latvia,LVA,2019,0.638469994068146,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Latvia,LVA,2018,0.638689994812012,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Latvia,LVA,2017,0.511039972305298,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Latvia,LVA,2016,0.435140013694763,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Latvia,LVA,2015,0.619400024414062,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Latvia,LVA,2014,0.689079999923706,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Latvia,LVA,2013,0.613210022449493,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Latvia,LVA,2012,0.663070023059845,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Latvia,LVA,2011,0.71561998128891,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Latvia,LVA,2010,0.605710029602051,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Lesotho,LSO,2015,0.0510100014507771,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Lesotho,LSO,2011,0.0125500001013279,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Liechtenstein,LIE,2019,5.86833000183105,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Lithuania,LTU,2022,1.05318999290466,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Lithuania,LTU,2021,1.10435998439789,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Lithuania,LTU,2020,1.13260996341705,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Lithuania,LTU,2019,0.992659986019135,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Lithuania,LTU,2018,0.936619997024536,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Lithuania,LTU,2017,0.896260023117065,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Lithuania,LTU,2016,0.842410027980804,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Lithuania,LTU,2015,1.04340994358063,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Lithuania,LTU,2014,1.03011000156403,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Lithuania,LTU,2013,0.94871997833252,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Lithuania,LTU,2012,0.893040001392365,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Lithuania,LTU,2011,0.9026899933815,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Lithuania,LTU,2010,0.78329998254776,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Luxembourg,LUX,2022,0.976530015468597,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Luxembourg,LUX,2021,1.04120004177094,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Luxembourg,LUX,2020,1.0958399772644,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Luxembourg,LUX,2019,1.18176996707916,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Luxembourg,LUX,2018,1.17180001735687,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Luxembourg,LUX,2017,1.23898005485535,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Luxembourg,LUX,2016,1.26689994335175,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Luxembourg,LUX,2015,1.2522599697113,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Luxembourg,LUX,2014,1.21700000762939,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Luxembourg,LUX,2013,1.23380994796753,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Luxembourg,LUX,2012,1.20664000511169,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Luxembourg,LUX,2011,1.42453002929688,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Luxembourg,LUX,2010,1.4237300157547,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Macao SAR, China",MAC,2022,0.436879992485046,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Macao SAR, China",MAC,2021,0.373180001974106,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Macao SAR, China",MAC,2020,0.453269988298416,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Macao SAR, China",MAC,2019,0.247209995985031,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Macao SAR, China",MAC,2018,0.201130002737045,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Macao SAR, China",MAC,2017,0.172099992632866,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Macao SAR, China",MAC,2016,0.234919995069504,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Macao SAR, China",MAC,2015,0.136490002274513,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Macao SAR, China",MAC,2014,0.0877600014209747,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Macao SAR, China",MAC,2013,0.0511699989438057,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Macao SAR, China",MAC,2012,0.0478900000452995,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Macao SAR, China",MAC,2011,0.0442700013518333,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Macao SAR, China",MAC,2010,0.0501199997961521,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
